bus_route_location_id,route_id,station_id,station_seq,end_bus,low_plate,plate_no,plate_type,remain_seat_count,created_at
30,233000031,202000205,10,0,0,BUS-0,1,15,2024-07-23 16:44:52
31,233000031,202000217,1,0,0,BUS-1,3,10,2024-07-23 17:44:52
32,233000031,202000208,2,0,0,BUS-2,2,20,2024-07-23 18:44:52
33,233000031,202000194,3,0,1,BUS-3,4,7,2024-07-23 19:44:52
34,233000031,200000202,4,0,0,BUS-4,4,40,2024-07-23 20:44:52
35,233000031,202000220,5,0,0,BUS-5,0,21,2024-07-23 21:44:52
36,233000031,202000201,6,0,1,BUS-6,2,8,2024-07-23 22:44:52
37,233000031,202000215,7,1,0,BUS-7,1,39,2024-07-23 23:44:52
38,233000031,202000211,8,0,1,BUS-8,3,16,2024-07-24 00:44:52
39,233000031,202000203,9,0,0,BUS-9,3,6,2024-07-24 01:44:52
40,233000031,202000205,10,0,0,BUS-10,4,30,2024-07-24 02:44:52
41,233000031,202000217,1,0,0,BUS-11,3,7,2024-07-24 03:44:52
42,233000031,202000208,2,0,1,BUS-12,4,22,2024-07-24 04:44:52
43,233000031,202000194,3,0,1,BUS-13,2,36,2024-07-24 05:44:52
44,233000031,200000202,4,0,0,BUS-14,1,9,2024-07-24 06:44:52
45,233000031,202000220,5,0,0,BUS-15,0,28,2024-07-24 07:44:52
46,233000031,202000201,6,1,0,BUS-16,2,10,2024-07-24 08:44:52
47,233000031,202000215,7,1,0,BUS-17,2,16,2024-07-24 09:44:52
48,233000031,202000211,8,0,0,BUS-18,3,6,2024-07-24 10:44:52
49,233000031,202000203,9,0,1,BUS-19,1,15,2024-07-24 11:44:52
50,233000031,202000205,10,1,0,BUS-20,3,3,2024-07-24 12:44:52
51,233000031,202000217,1,0,0,BUS-21,3,20,2024-07-24 13:44:52
52,233000031,202000208,2,0,1,BUS-22,2,17,2024-07-24 14:44:52
53,233000031,202000194,3,0,0,BUS-23,4,33,2024-07-24 15:44:52
54,233000031,200000202,4,0,0,BUS-24,3,17,2024-07-24 16:44:52
55,233000031,202000220,5,0,0,BUS-25,0,17,2024-07-24 17:44:52
56,233000031,202000201,6,0,0,BUS-26,4,33,2024-07-24 18:44:52
57,233000031,202000215,7,0,0,BUS-27,3,2,2024-07-24 19:44:52
58,233000031,202000211,8,0,1,BUS-28,0,20,2024-07-24 20:44:52
59,233000031,202000203,9,0,1,BUS-29,0,37,2024-07-24 21:44:52
60,233000031,202000205,10,0,0,BUS-0,0,13,2024-07-24 22:44:52
61,233000031,202000217,1,0,0,BUS-1,2,15,2024-07-24 23:44:52
62,233000031,202000208,2,0,0,BUS-2,0,6,2024-07-25 00:44:52
63,233000031,202000194,3,0,0,BUS-3,1,19,2024-07-25 01:44:52
64,233000031,200000202,4,0,0,BUS-4,4,31,2024-07-25 02:44:52
65,233000031,202000220,5,0,0,BUS-5,0,28,2024-07-25 03:44:52
66,233000031,202000201,6,0,1,BUS-6,2,27,2024-07-25 04:44:52
67,233000031,202000215,7,0,1,BUS-7,0,25,2024-07-25 05:44:52
68,233000031,202000211,8,0,0,BUS-8,1,29,2024-07-25 06:44:52
69,233000031,202000203,9,0,1,BUS-9,2,19,2024-07-25 07:44:52
70,233000031,202000205,10,1,0,BUS-10,4,2,2024-07-25 08:44:52
71,233000031,202000217,1,0,1,BUS-11,4,25,2024-07-25 09:44:52
72,233000031,202000208,2,0,0,BUS-12,1,1,2024-07-25 10:44:52
73,233000031,202000194,3,0,0,BUS-13,3,41,2024-07-25 11:44:52
74,233000031,200000202,4,0,0,BUS-14,3,4,2024-07-25 12:44:52
75,233000031,202000220,5,0,0,BUS-15,0,0,2024-07-25 13:44:52
76,233000031,202000201,6,0,0,BUS-16,0,20,2024-07-25 14:44:52
77,233000031,202000215,7,1,0,BUS-17,4,20,2024-07-25 15:44:52
78,233000031,202000211,8,0,1,BUS-18,1,21,2024-07-25 16:44:52
79,233000031,202000203,9,0,0,BUS-19,0,34,2024-07-25 17:44:52
80,233000031,202000205,10,0,0,BUS-20,2,16,2024-07-25 18:44:52
81,233000031,202000217,1,0,0,BUS-21,4,26,2024-07-25 19:44:52
82,233000031,202000208,2,0,0,BUS-22,1,26,2024-07-25 20:44:52
83,233000031,202000194,3,0,0,BUS-23,0,6,2024-07-25 21:44:52
84,233000031,200000202,4,0,1,BUS-24,0,15,2024-07-25 22:44:52
85,233000031,202000220,5,0,0,BUS-25,1,5,2024-07-25 23:44:52
86,233000031,202000201,6,0,0,BUS-26,1,41,2024-07-26 00:44:52
87,233000031,202000215,7,0,0,BUS-27,3,33,2024-07-26 01:44:52
88,233000031,202000211,8,0,1,BUS-28,2,8,2024-07-26 02:44:52
89,233000031,202000203,9,0,1,BUS-29,4,16,2024-07-26 03:44:52
90,233000031,202000205,10,0,0,BUS-0,4,7,2024-07-26 04:44:52
91,233000031,202000217,1,1,0,BUS-1,4,10,2024-07-26 05:44:52
92,233000031,202000208,2,0,0,BUS-2,2,9,2024-07-26 06:44:52
93,233000031,202000194,3,0,1,BUS-3,1,31,2024-07-26 07:44:52
94,233000031,200000202,4,0,1,BUS-4,2,8,2024-07-26 08:44:52
95,233000031,202000220,5,1,0,BUS-5,2,23,2024-07-26 09:44:52
96,233000031,202000201,6,0,0,BUS-6,1,26,2024-07-26 10:44:52
97,233000031,202000215,7,0,0,BUS-7,3,15,2024-07-26 11:44:52
98,233000031,202000211,8,0,0,BUS-8,4,20,2024-07-26 12:44:52
99,233000031,202000203,9,0,0,BUS-9,2,1,2024-07-26 13:44:52
100,233000031,202000205,10,0,0,BUS-10,3,34,2024-07-26 14:44:52
101,233000031,202000217,1,0,0,BUS-11,3,37,2024-07-26 15:44:52
102,233000031,202000208,2,0,0,BUS-12,1,7,2024-07-26 16:44:52
103,233000031,202000194,3,0,0,BUS-13,0,0,2024-07-26 17:44:52
104,233000031,200000202,4,0,0,BUS-14,3,3,2024-07-26 18:44:52
105,233000031,202000220,5,0,0,BUS-15,3,39,2024-07-26 19:44:52
106,233000031,202000201,6,0,0,BUS-16,1,11,2024-07-26 20:44:52
107,233000031,202000215,7,0,0,BUS-17,0,2,2024-07-26 21:44:52
108,233000031,202000211,8,0,0,BUS-18,3,16,2024-07-26 22:44:52
109,233000031,202000203,9,1,1,BUS-19,0,19,2024-07-26 23:44:52
110,233000031,202000205,10,0,1,BUS-20,0,28,2024-07-27 00:44:52
111,233000031,202000217,1,0,1,BUS-21,0,42,2024-07-27 01:44:52
112,233000031,202000208,2,0,0,BUS-22,2,21,2024-07-27 02:44:52
113,233000031,202000194,3,0,0,BUS-23,0,30,2024-07-27 03:44:52
114,233000031,200000202,4,0,1,BUS-24,0,20,2024-07-27 04:44:52
115,233000031,202000220,5,0,0,BUS-25,3,37,2024-07-27 05:44:52
116,233000031,202000201,6,0,0,BUS-26,0,23,2024-07-27 06:44:52
117,233000031,202000215,7,0,0,BUS-27,4,27,2024-07-27 07:44:52
118,233000031,202000211,8,0,0,BUS-28,3,23,2024-07-27 08:44:52
119,233000031,202000203,9,0,1,BUS-29,2,19,2024-07-27 09:44:52
120,233000031,202000205,10,0,0,BUS-0,3,15,2024-07-27 10:44:52
121,233000031,202000217,1,0,0,BUS-1,4,30,2024-07-27 11:44:52
122,233000031,202000208,2,0,1,BUS-2,1,18,2024-07-27 12:44:52
123,233000031,202000194,3,0,0,BUS-3,0,23,2024-07-27 13:44:52
124,233000031,200000202,4,0,0,BUS-4,2,14,2024-07-27 14:44:52
125,233000031,202000220,5,0,0,BUS-5,0,18,2024-07-27 15:44:52
126,233000031,202000201,6,0,0,BUS-6,3,22,2024-07-27 16:44:52
127,233000031,202000215,7,0,0,BUS-7,4,2,2024-07-27 17:44:52
128,233000031,202000211,8,0,0,BUS-8,4,24,2024-07-27 18:44:52
129,233000031,202000203,9,0,0,BUS-9,1,30,2024-07-27 19:44:52
130,233000031,202000205,10,0,1,BUS-10,0,18,2024-07-27 20:44:52
131,233000031,202000217,1,0,1,BUS-11,2,29,2024-07-27 21:44:52
132,233000031,202000208,2,0,1,BUS-12,3,2,2024-07-27 22:44:52
133,233000031,202000194,3,0,0,BUS-13,2,10,2024-07-27 23:44:52
134,233000031,200000202,4,1,1,BUS-14,3,2,2024-07-28 00:44:52
135,233000031,202000220,5,0,1,BUS-15,4,21,2024-07-28 01:44:52
136,233000031,202000201,6,0,1,BUS-16,1,12,2024-07-28 02:44:52
137,233000031,202000215,7,0,0,BUS-17,3,26,2024-07-28 03:44:52
138,233000031,202000211,8,0,0,BUS-18,1,13,2024-07-28 04:44:52
139,233000031,202000203,9,0,0,BUS-19,1,3,2024-07-28 05:44:52
140,233000031,202000205,10,0,1,BUS-20,0,22,2024-07-28 06:44:52
141,233000031,202000217,1,1,0,BUS-21,0,31,2024-07-28 07:44:52
142,233000031,202000208,2,0,1,BUS-22,4,27,2024-07-28 08:44:52
143,233000031,202000194,3,0,0,BUS-23,3,10,2024-07-28 09:44:52
144,233000031,200000202,4,0,1,BUS-24,1,12,2024-07-28 10:44:52
145,233000031,202000220,5,0,0,BUS-25,1,35,2024-07-28 11:44:52
146,233000031,202000201,6,0,0,BUS-26,2,39,2024-07-28 12:44:52
147,233000031,202000215,7,0,0,BUS-27,4,8,2024-07-28 13:44:52
148,233000031,202000211,8,0,0,BUS-28,4,20,2024-07-28 14:44:52
149,233000031,202000203,9,0,1,BUS-29,0,22,2024-07-28 15:44:52
150,233000031,202000205,10,0,0,BUS-0,3,40,2024-07-28 16:44:52
151,233000031,202000217,1,0,0,BUS-1,4,0,2024-07-28 17:44:52
152,233000031,202000208,2,1,0,BUS-2,1,14,2024-07-28 18:44:52
153,233000031,202000194,3,0,0,BUS-3,2,32,2024-07-28 19:44:52
154,233000031,200000202,4,0,0,BUS-4,0,4,2024-07-28 20:44:52
155,233000031,202000220,5,0,0,BUS-5,3,42,2024-07-28 21:44:52
156,233000031,202000201,6,0,1,BUS-6,0,42,2024-07-28 22:44:52
157,233000031,202000215,7,1,0,BUS-7,4,18,2024-07-28 23:44:52
158,233000031,202000211,8,0,1,BUS-8,4,34,2024-07-29 00:44:52
159,233000031,202000203,9,0,0,BUS-9,1,32,2024-07-29 01:44:52
160,233000031,202000205,10,0,0,BUS-10,1,29,2024-07-29 02:44:52
161,233000031,202000217,1,1,0,BUS-11,3,12,2024-07-29 03:44:52
162,233000031,202000208,2,0,0,BUS-12,1,4,2024-07-29 04:44:52
163,233000031,202000194,3,0,0,BUS-13,2,14,2024-07-29 05:44:52
164,233000031,200000202,4,0,0,BUS-14,2,22,2024-07-29 06:44:52
165,233000031,202000220,5,1,0,BUS-15,4,31,2024-07-29 07:44:52
166,233000031,202000201,6,0,0,BUS-16,0,15,2024-07-29 08:44:52
167,233000031,202000215,7,0,0,BUS-17,4,37,2024-07-29 09:44:52
168,233000031,202000211,8,0,0,BUS-18,1,18,2024-07-29 10:44:52
169,233000031,202000203,9,0,0,BUS-19,1,20,2024-07-29 11:44:52
170,233000031,202000205,10,0,0,BUS-20,4,19,2024-07-29 12:44:52
171,233000031,202000217,1,0,0,BUS-21,0,36,2024-07-29 13:44:52
172,233000031,202000208,2,0,1,BUS-22,2,16,2024-07-29 14:44:52
173,233000031,202000194,3,1,0,BUS-23,2,19,2024-07-29 15:44:52
174,233000031,200000202,4,0,1,BUS-24,0,0,2024-07-29 16:44:52
175,233000031,202000220,5,0,0,BUS-25,3,23,2024-07-29 17:44:52
176,233000031,202000201,6,0,0,BUS-26,4,34,2024-07-29 18:44:52
177,233000031,202000215,7,0,0,BUS-27,2,17,2024-07-29 19:44:52
178,233000031,202000211,8,0,0,BUS-28,1,0,2024-07-29 20:44:52
179,233000031,202000203,9,0,1,BUS-29,2,8,2024-07-29 21:44:52
180,233000031,202000205,10,0,0,BUS-0,1,35,2024-07-29 22:44:52
181,233000031,202000217,1,0,0,BUS-1,4,36,2024-07-29 23:44:52
182,233000031,202000208,2,0,0,BUS-2,3,0,2024-07-30 00:44:52
183,233000031,202000194,3,0,0,BUS-3,0,19,2024-07-30 01:44:52
184,233000031,200000202,4,0,1,BUS-4,2,35,2024-07-30 02:44:52
185,233000031,202000220,5,0,0,BUS-5,4,8,2024-07-30 03:44:52
186,233000031,202000201,6,0,0,BUS-6,2,0,2024-07-30 04:44:52
187,233000031,202000215,7,0,1,BUS-7,3,25,2024-07-30 05:44:52
188,233000031,202000211,8,0,0,BUS-8,0,11,2024-07-30 06:44:52
189,233000031,202000203,9,0,0,BUS-9,3,34,2024-07-30 07:44:52
190,233000031,202000205,10,0,0,BUS-10,2,21,2024-07-30 08:44:52
191,233000031,202000217,1,0,0,BUS-11,1,25,2024-07-30 09:44:52
192,233000031,202000208,2,0,0,BUS-12,3,14,2024-07-30 10:44:52
193,233000031,202000194,3,0,0,BUS-13,0,38,2024-07-30 11:44:52
194,233000031,200000202,4,0,0,BUS-14,2,1,2024-07-30 12:44:52
195,233000031,202000220,5,0,1,BUS-15,3,38,2024-07-30 13:44:52
196,233000031,202000201,6,0,0,BUS-16,2,9,2024-07-30 14:44:52
197,233000031,202000215,7,0,0,BUS-17,3,31,2024-07-30 15:44:52
198,233000031,202000211,8,1,0,BUS-18,2,17,2024-07-30 16:44:52
199,233000031,202000203,9,0,0,BUS-19,1,29,2024-07-30 17:44:52
200,233000031,202000205,10,0,0,BUS-20,4,21,2024-07-30 18:44:52
201,233000031,202000217,1,0,0,BUS-21,1,20,2024-07-30 19:44:52
202,233000031,202000208,2,0,0,BUS-22,0,3,2024-07-30 20:44:52
203,233000031,202000194,3,1,1,BUS-23,0,29,2024-07-30 21:44:52
204,233000031,200000202,4,0,0,BUS-24,2,3,2024-07-30 22:44:52
205,233000031,202000220,5,0,0,BUS-25,0,12,2024-07-30 23:44:52
206,233000031,202000201,6,0,1,BUS-26,3,23,2024-07-31 00:44:52
207,233000031,202000215,7,0,0,BUS-27,0,10,2024-07-31 01:44:52
208,233000031,202000211,8,0,0,BUS-28,4,14,2024-07-31 02:44:52
209,233000031,202000203,9,0,0,BUS-29,3,9,2024-07-31 03:44:52
210,233000031,202000205,10,0,0,BUS-0,2,7,2024-07-31 04:44:52
211,233000031,202000217,1,0,0,BUS-1,3,14,2024-07-31 05:44:52
212,233000031,202000208,2,0,1,BUS-2,2,29,2024-07-31 06:44:52
213,233000031,202000194,3,0,0,BUS-3,2,8,2024-07-31 07:44:52
214,233000031,200000202,4,0,0,BUS-4,0,27,2024-07-31 08:44:52
215,233000031,202000220,5,0,0,BUS-5,2,33,2024-07-31 09:44:52
216,233000031,202000201,6,0,0,BUS-6,1,13,2024-07-31 10:44:52
217,233000031,202000215,7,0,1,BUS-7,4,19,2024-07-31 11:44:52
218,233000031,202000211,8,0,0,BUS-8,3,29,2024-07-31 12:44:52
219,233000031,202000203,9,0,0,BUS-9,1,39,2024-07-31 13:44:52
220,233000031,202000205,10,1,0,BUS-10,2,29,2024-07-31 14:44:52
221,233000031,202000217,1,0,0,BUS-11,1,20,2024-07-31 15:44:52
222,233000031,202000208,2,0,1,BUS-12,4,4,2024-07-31 16:44:52
223,233000031,202000194,3,1,0,BUS-13,0,37,2024-07-31 17:44:52
224,233000031,200000202,4,0,1,BUS-14,1,0,2024-07-31 18:44:52
225,233000031,202000220,5,1,0,BUS-15,1,27,2024-07-31 19:44:52
226,233000031,202000201,6,0,0,BUS-16,2,8,2024-07-31 20:44:52
227,233000031,202000215,7,1,0,BUS-17,0,25,2024-07-31 21:44:52
228,233000031,202000211,8,0,0,BUS-18,1,32,2024-07-31 22:44:52
229,233000031,202000203,9,0,0,BUS-19,1,4,2024-07-31 23:44:52
230,233000031,202000205,10,0,0,BUS-20,0,23,2024-08-01 00:44:52
231,233000031,202000217,1,0,1,BUS-21,3,17,2024-08-01 01:44:52
232,233000031,202000208,2,0,0,BUS-22,4,34,2024-08-01 02:44:52
233,233000031,202000194,3,1,1,BUS-23,3,18,2024-08-01 03:44:52
234,233000031,200000202,4,0,0,BUS-24,3,1,2024-08-01 04:44:52
235,233000031,202000220,5,0,0,BUS-25,0,31,2024-08-01 05:44:52
236,233000031,202000201,6,0,0,BUS-26,4,5,2024-08-01 06:44:52
237,233000031,202000215,7,0,0,BUS-27,0,35,2024-08-01 07:44:52
238,233000031,202000211,8,0,1,BUS-28,1,37,2024-08-01 08:44:52
239,233000031,202000203,9,0,0,BUS-29,3,22,2024-08-01 09:44:52
240,233000031,202000205,10,0,0,BUS-0,0,13,2024-08-01 10:44:52
241,233000031,202000217,1,1,0,BUS-1,3,33,2024-08-01 11:44:52
242,233000031,202000208,2,0,0,BUS-2,1,7,2024-08-01 12:44:52
243,233000031,202000194,3,0,0,BUS-3,0,30,2024-08-01 13:44:52
244,233000031,200000202,4,0,0,BUS-4,1,3,2024-08-01 14:44:52
245,233000031,202000220,5,0,0,BUS-5,4,25,2024-08-01 15:44:52
246,233000031,202000201,6,0,0,BUS-6,2,16,2024-08-01 16:44:52
247,233000031,202000215,7,0,0,BUS-7,0,11,2024-08-01 17:44:52
248,233000031,202000211,8,0,0,BUS-8,2,12,2024-08-01 18:44:52
249,233000031,202000203,9,0,0,BUS-9,4,19,2024-08-01 19:44:52
250,233000031,202000205,10,0,1,BUS-10,0,24,2024-08-01 20:44:52
251,233000031,202000217,1,0,0,BUS-11,2,29,2024-08-01 21:44:52
252,233000031,202000208,2,0,0,BUS-12,4,35,2024-08-01 22:44:52
253,233000031,202000194,3,1,0,BUS-13,1,12,2024-08-01 23:44:52
254,233000031,200000202,4,1,0,BUS-14,1,3,2024-08-02 00:44:52
255,233000031,202000220,5,0,0,BUS-15,4,12,2024-08-02 01:44:52
256,233000031,202000201,6,0,0,BUS-16,1,17,2024-08-02 02:44:52
257,233000031,202000215,7,0,0,BUS-17,2,33,2024-08-02 03:44:52
258,233000031,202000211,8,0,0,BUS-18,0,38,2024-08-02 04:44:52
259,233000031,202000203,9,0,0,BUS-19,3,7,2024-08-02 05:44:52
260,233000031,202000205,10,0,0,BUS-20,3,17,2024-08-02 06:44:52
261,233000031,202000217,1,0,0,BUS-21,3,20,2024-08-02 07:44:52
262,233000031,202000208,2,0,0,BUS-22,4,25,2024-08-02 08:44:52
263,233000031,202000194,3,1,0,BUS-23,3,30,2024-08-02 09:44:52
264,233000031,200000202,4,0,0,BUS-24,2,29,2024-08-02 10:44:52
265,233000031,202000220,5,0,0,BUS-25,1,42,2024-08-02 11:44:52
266,233000031,202000201,6,0,1,BUS-26,2,36,2024-08-02 12:44:52
267,233000031,202000215,7,0,0,BUS-27,1,15,2024-08-02 13:44:52
268,233000031,202000211,8,0,0,BUS-28,0,4,2024-08-02 14:44:52
269,233000031,202000203,9,0,0,BUS-29,4,42,2024-08-02 15:44:52
270,233000031,202000205,10,0,0,BUS-0,3,21,2024-08-02 16:44:52
271,233000031,202000217,1,0,0,BUS-1,0,29,2024-08-02 17:44:52
272,233000031,202000208,2,0,0,BUS-2,2,13,2024-08-02 18:44:52
273,233000031,202000194,3,0,0,BUS-3,3,30,2024-08-02 19:44:52
274,233000031,200000202,4,0,0,BUS-4,4,11,2024-08-02 20:44:52
275,233000031,202000220,5,0,0,BUS-5,2,14,2024-08-02 21:44:52
276,233000031,202000201,6,0,1,BUS-6,2,12,2024-08-02 22:44:52
277,233000031,202000215,7,0,0,BUS-7,3,24,2024-08-02 23:44:52
278,233000031,202000211,8,0,1,BUS-8,4,36,2024-08-03 00:44:52
279,233000031,202000203,9,0,0,BUS-9,2,7,2024-08-03 01:44:52
280,233000031,202000205,10,0,0,BUS-10,4,35,2024-08-03 02:44:52
281,233000031,202000217,1,0,0,BUS-11,1,4,2024-08-03 03:44:52
282,233000031,202000208,2,0,0,BUS-12,1,12,2024-08-03 04:44:52
283,233000031,202000194,3,0,0,BUS-13,2,15,2024-08-03 05:44:52
284,233000031,200000202,4,0,0,BUS-14,1,39,2024-08-03 06:44:52
285,233000031,202000220,5,0,1,BUS-15,4,39,2024-08-03 07:44:52
286,233000031,202000201,6,0,0,BUS-16,2,10,2024-08-03 08:44:52
287,233000031,202000215,7,0,0,BUS-17,0,36,2024-08-03 09:44:52
288,233000031,202000211,8,0,0,BUS-18,3,31,2024-08-03 10:44:52
289,233000031,202000203,9,0,0,BUS-19,2,41,2024-08-03 11:44:52
290,233000031,202000205,10,0,0,BUS-20,3,24,2024-08-03 12:44:52
291,233000031,202000217,1,0,0,BUS-21,4,42,2024-08-03 13:44:52
292,233000031,202000208,2,0,1,BUS-22,1,15,2024-08-03 14:44:52
293,233000031,202000194,3,0,0,BUS-23,0,11,2024-08-03 15:44:52
294,233000031,200000202,4,0,0,BUS-24,0,20,2024-08-03 16:44:52
295,233000031,202000220,5,0,0,BUS-25,1,37,2024-08-03 17:44:52
296,233000031,202000201,6,0,0,BUS-26,0,9,2024-08-03 18:44:52
297,233000031,202000215,7,0,0,BUS-27,4,24,2024-08-03 19:44:52
298,233000031,202000211,8,0,0,BUS-28,3,31,2024-08-03 20:44:52
299,233000031,202000203,9,0,1,BUS-29,0,37,2024-08-03 21:44:52
300,233000031,202000205,10,0,0,BUS-0,3,37,2024-08-03 22:44:52
301,233000031,202000217,1,0,0,BUS-1,0,30,2024-08-03 23:44:52
302,233000031,202000208,2,0,0,BUS-2,3,20,2024-08-04 00:44:52
303,233000031,202000194,3,0,0,BUS-3,4,38,2024-08-04 01:44:52
304,233000031,200000202,4,0,0,BUS-4,0,32,2024-08-04 02:44:52
305,233000031,202000220,5,0,0,BUS-5,2,22,2024-08-04 03:44:52
306,233000031,202000201,6,0,0,BUS-6,2,40,2024-08-04 04:44:52
307,233000031,202000215,7,0,0,BUS-7,0,6,2024-08-04 05:44:52
308,233000031,202000211,8,0,1,BUS-8,2,28,2024-08-04 06:44:52
309,233000031,202000203,9,0,0,BUS-9,0,9,2024-08-04 07:44:52
310,233000031,202000205,10,0,0,BUS-10,0,35,2024-08-04 08:44:52
311,233000031,202000217,1,0,1,BUS-11,3,26,2024-08-04 09:44:52
312,233000031,202000208,2,0,0,BUS-12,4,6,2024-08-04 10:44:52
313,233000031,202000194,3,0,0,BUS-13,4,15,2024-08-04 11:44:52
314,233000031,200000202,4,1,0,BUS-14,1,37,2024-08-04 12:44:52
315,233000031,202000220,5,0,0,BUS-15,4,42,2024-08-04 13:44:52
316,233000031,202000201,6,0,0,BUS-16,0,10,2024-08-04 14:44:52
317,233000031,202000215,7,0,1,BUS-17,0,1,2024-08-04 15:44:52
318,233000031,202000211,8,0,0,BUS-18,2,31,2024-08-04 16:44:52
319,233000031,202000203,9,0,1,BUS-19,3,0,2024-08-04 17:44:52
320,233000031,202000205,10,0,0,BUS-20,1,16,2024-08-04 18:44:52
321,233000031,202000217,1,0,0,BUS-21,0,23,2024-08-04 19:44:52
322,233000031,202000208,2,0,1,BUS-22,0,25,2024-08-04 20:44:52
323,233000031,202000194,3,1,0,BUS-23,1,22,2024-08-04 21:44:52
324,233000031,200000202,4,0,0,BUS-24,4,31,2024-08-04 22:44:52
325,233000031,202000220,5,1,0,BUS-25,1,26,2024-08-04 23:44:52
326,233000031,202000201,6,0,1,BUS-26,2,31,2024-08-05 00:44:52
327,233000031,202000215,7,0,0,BUS-27,3,40,2024-08-05 01:44:52
328,233000031,202000211,8,0,0,BUS-28,0,34,2024-08-05 02:44:52
329,233000031,202000203,9,0,0,BUS-29,2,20,2024-08-05 03:44:52
330,233000031,202000205,10,0,0,BUS-0,0,38,2024-08-05 04:44:52
331,233000031,202000217,1,0,0,BUS-1,4,38,2024-08-05 05:44:52
332,233000031,202000208,2,1,0,BUS-2,3,18,2024-08-05 06:44:52
333,233000031,202000194,3,0,0,BUS-3,3,16,2024-08-05 07:44:52
334,233000031,200000202,4,0,0,BUS-4,1,29,2024-08-05 08:44:52
335,233000031,202000220,5,0,0,BUS-5,3,38,2024-08-05 09:44:52
336,233000031,202000201,6,0,0,BUS-6,1,30,2024-08-05 10:44:52
337,233000031,202000215,7,0,0,BUS-7,2,5,2024-08-05 11:44:52
338,233000031,202000211,8,0,1,BUS-8,3,5,2024-08-05 12:44:52
339,233000031,202000203,9,0,1,BUS-9,4,39,2024-08-05 13:44:52
340,233000031,202000205,10,0,0,BUS-10,0,28,2024-08-05 14:44:52
341,233000031,202000217,1,0,0,BUS-11,1,9,2024-08-05 15:44:52
342,233000031,202000208,2,0,0,BUS-12,2,10,2024-08-05 16:44:52
343,233000031,202000194,3,0,0,BUS-13,3,27,2024-08-05 17:44:52
344,233000031,200000202,4,0,0,BUS-14,2,42,2024-08-05 18:44:52
345,233000031,202000220,5,0,0,BUS-15,2,37,2024-08-05 19:44:52
346,233000031,202000201,6,0,0,BUS-16,4,41,2024-08-05 20:44:52
347,233000031,202000215,7,0,1,BUS-17,3,13,2024-08-05 21:44:52
348,233000031,202000211,8,0,0,BUS-18,2,18,2024-08-05 22:44:52
349,233000031,202000203,9,0,0,BUS-19,1,5,2024-08-05 23:44:52
350,233000031,202000205,10,0,1,BUS-20,4,31,2024-08-06 00:44:52
351,233000031,202000217,1,0,0,BUS-21,4,21,2024-08-06 01:44:52
352,233000031,202000208,2,0,1,BUS-22,3,5,2024-08-06 02:44:52
353,233000031,202000194,3,0,0,BUS-23,3,32,2024-08-06 03:44:52
354,233000031,200000202,4,0,0,BUS-24,4,42,2024-08-06 04:44:52
355,233000031,202000220,5,0,1,BUS-25,1,33,2024-08-06 05:44:52
356,233000031,202000201,6,0,1,BUS-26,2,21,2024-08-06 06:44:52
